1; 0
2; 0,5
3; 1
4; 1,5
5; 2
6; 2,5
7; 3
8; 3,5
9; 4
10; 4,5
11; 5
12; 5,5
13; 6
14; 6,5
15; 7
16; 7,5
17; 8
18; 8,5
19; 9
20; 9,5
21; 10
22; 10,5
23; 11
24; 11,5
25; 12
26; 12,5
27; 13
28; 13,5
29; 14
30; 14,5
31; 15
32; 15,5
33; 16
34; 16,5
35; 17
36; 17,5
37; 18
38; 18,5
39; 19
40; 19,5
41; 20
42; 20,5
43; 21
44; 21,5
45; 22
46; 22,5
47; 23
48; 23,5
49; 24
50; 24,5
51; 25
52; 25,5
53; 26
54; 26,5
55; 27
56; 27,5
57; 28
58; 28,5
59; 29
60; 29,5
61; 30
62; 30,5
63; 31
64; 31,5
65; 32
66; 32,5
67; 33
68; 33,5
69; 34
70; 34,5
71; 35
72; 35,5
73; 36
74; 36,5
75; 37
76; 37,5
77; 38
78; 38,5
79; 39
80; 39,5
81; 40
82; 40,5
83; 41
84; 41,5
85; 42
86; 42,5
87; 43
88; 43,5
89; 44
90; 44,5
91; 45
92; 45,5
93; 46
94; 46,5
95; 47
96; 47,5
97; 48
98; 48,5
99; 49
100; 49,5
101; 50
102; 50,5
103; 51
104; 51,5
105; 52
106; 52,5
107; 53
108; 53,5
109; 54
110; 54,5
111; 55
112; 55,5
113; 56
114; 56,5
115; 57
116; 57,5
117; 58
118; 58,5
119; 59
120; 59,5
121; 60
122; 60,5
123; 61
124; 61,5
125; 62
126; 62,5
127; 63
128; 63,5
129; 64
130; 64,5
131; 65
132; 65,5
133; 66
134; 66,5
135; 67
136; 67,5
137; 68
138; 68,5
139; 69
140; 69,5
141; 70
142; 70,5
143; 71
144; 71,5
145; 72
146; 72,5
147; 73
148; 73,5
149; 74
150; 74,5
151; 75
152; 75,5
153; 76
154; 76,5
155; 77
156; 77,5
157; 78
158; 78,5
159; 79
160; 79,5
161; 80
162; 80,5
163; 81
164; 81,5
165; 82
166; 82,5
167; 83
168; 83,5
169; 84
170; 84,5
171; 85
172; 85,5
173; 86
174; 86,5
175; 87
176; 87,5
177; 88
178; 88,5
179; 89
180; 89,5
181; 90
182; 90,5
183; 91
184; 91,5
185; 92
186; 92,5
187; 93
188; 93,5
189; 94
190; 94,5
191; 95
192; 95,5
193; 96
194; 96,5
195; 97
196; 97,5
197; 98
198; 98,5
199; 99
200; 99,5
201; 100
202; 100,5
203; 101
204; 101,5
205; 102
206; 102,5
207; 103
208; 103,5
209; 104
210; 104,5
211; 105
212; 105,5
213; 106
214; 106,5
215; 107
216; 107,5
217; 108
218; 108,5
219; 109
220; 109,5
221; 110
222; 110,5
223; 111
224; 111,5
225; 112
226; 112,5
227; 113
228; 113,5
229; 114
230; 114,5
231; 115
232; 115,5
233; 116
234; 116,5
235; 117
236; 117,5
237; 118
238; 118,5
239; 119
240; 119,5
241; 120
242; 120,5
243; 121
244; 121,5
245; 122
246; 122,5
247; 123
248; 123,5
249; 124
250; 124,5
251; 125
252; 125,5
253; 126
254; 126,5
255; 127
256; 127,5
257; 128
258; 128,5
259; 129
260; 129,5
261; 130
262; 130,5
263; 131
264; 131,5
265; 132
266; 132,5
267; 133
268; 133,5
269; 134
270; 134,5
271; 135
272; 135,5
273; 136
274; 136,5
275; 137
276; 137,5
277; 138
278; 138,5
279; 139
280; 139,5
281; 140
282; 140,5
283; 141
284; 141,5
285; 142
286; 142,5
287; 143
288; 143,5
289; 144
290; 144,5
291; 145
292; 145,5
293; 146
294; 146,5
295; 147
296; 147,5
297; 148
298; 148,5
299; 149
300; 149,5
301; 150
302; 150,5
303; 151
304; 151,5
305; 152
306; 152,5
307; 153
308; 153,5
309; 154
310; 154,5
311; 155
312; 155,5
313; 156
314; 156,5
315; 157
316; 157,5
317; 158
318; 158,5
319; 159
320; 159,5
321; 160
322; 160,5
323; 161
324; 161,5
325; 162
326; 162,5
327; 163
328; 163,5
329; 164
330; 164,5
331; 165
332; 165,5
333; 166
334; 166,5
335; 167
336; 167,5
337; 168
338; 168,5
339; 169
340; 169,5
341; 170
342; 170,5
343; 171
344; 171,5
345; 172
346; 172,5
347; 173
348; 173,5
349; 174
350; 174,5
351; 175
352; 175,5
353; 176
354; 176,5
355; 177
356; 177,5
357; 178
358; 178,5
359; 179
360; 179,5
361; 180
362; 180,5
363; 181
364; 181,5
365; 182
366; 182,5
367; 183
368; 183,5
369; 184
370; 184,5
371; 185
372; 185,5
373; 186
374; 186,5
375; 187
376; 187,5
377; 188
378; 188,5
379; 189
380; 189,5
381; 190
382; 190,5
383; 191
384; 191,5
385; 192
386; 192,5
387; 193
388; 193,5
389; 194
390; 194,5
391; 195
392; 195,5
393; 196
394; 196,5
395; 197
396; 197,5
397; 198
398; 198,5
399; 199
400; 199,5
401; 200
402; 200,5
403; 201
